LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q4,3.286329251,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q1,-0.157998753,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q2,-1.131858856,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q3,-0.213778561,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q4,-1.15801229,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q1,1.123778808,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q2,-0.480765565,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q3,7.659584402,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q4,9.166431914,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q1,-0.782146884,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q2,1.294091583,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q3,4.793710836,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q4,0.064192929,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q1,2.30659753,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q2,5.389141354,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q3,3.242767113,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q4,2.693979688,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q1,2.516117746,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q2,2.612461126,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q3,4.052664139,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q4,1.652503473,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q1,1.648593216,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q2,6.196522776,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q3,1.15957485,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q4,4.373946696,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q1,6.018074287,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q2,2.565396014,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q3,5.360365044,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q4,4.861794953,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q1,2.508067711,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q2,1.740837856,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q3,4.2354029,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q4,4.180543542,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q1,1.604028539,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q2,1.22472216,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q3,0.64292268,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q4,-2.573129588,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q1,8.131007042,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q2,-2.171060932,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q3,0.143357728,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q4,4.777880691,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q1,1.080130379,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q2,-0.228783918,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q3,-0.885268568,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q4,-2.728850914,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q1,-0.55669501,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q2,-0.961530425,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q3,-0.629344806,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q4,2.964929341,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q1,3.081659875,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q2,2.926127448,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q3,2.517296963,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q4,3.809019047,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q1,5.117682093,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q2,0.280900811,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q3,1.791130094,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q4,3.353989487,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q1,1.744893959,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q2,-2.067979865,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q3,0.906048328,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q4,-0.239627143,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q1,1.081324111,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q2,5.546830852,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q3,2.433688436,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q4,6.738638866,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q1,-2.573874146,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q2,1.554844334,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q3,0.534722061,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q4,-1.845254967,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q1,2.385185718,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q2,1.722419418,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q3,3.381253696,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q4,5.790210926,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q1,4.732408405,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q2,2.881782494,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q3,2.176789047,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q4,6.308914274,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q1,1.469850142,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q2,-1.085182326,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q3,-1.684903327,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q4,0.197184929,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q1,-0.327597399,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q2,1.98164067,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q3,0.862436984,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q4,1.561412764,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q1,-1.190111236,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q2,-1.25488831,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q3,0.459652357,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q4,3.240758486,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q1,1.861250188,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q2,1.307112362,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q3,0.382202287,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q4,0.655702753,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q1,-0.993050129,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q2,3.942360082,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q3,2.695270388,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q4,1.128933599,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q1,1.435318303,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q2,2.377448111,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q3,1.427419824,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q4,5.310117047,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q1,0.645223014,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q2,-0.400663676,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q3,-0.146420994,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q4,-0.590127266,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q1,4.514597434,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q2,-3.876798598,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q3,-5.476708597,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q4,-8.767284924,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q1,-10.5635367,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q2,-3.14009259,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q3,2.300014123,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q4,1.583472653,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q1,1.694187881,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q2,2.21476958,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q3,2.129018708,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q4,2.593148823,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q1,1.243072315,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q2,0.256338156,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q3,-2.317733714,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q4,-3.556031008,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q1,-3.464800167,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q2,-3.616997832,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q3,-1.789835586,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q4,-2.211987924,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q1,-4.05585806,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q2,0.026936913,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q3,1.430345388,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q4,-0.543914931,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q1,0.105356828,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q2,-0.337425805,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q3,0.957413175,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q4,0.547983731,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q1,0.631694765,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q2,1.532553865,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q3,1.211067565,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q4,1.245192727,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q1,1.066928933,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q2,0.455399325,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q3,1.008060857,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q4,1.587032309,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q1,2.024702869,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q2,1.350368323,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q3,2.02940055,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q4,1.449819041,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q1,1.470913505,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q2,1.393000704,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q3,1.34307806,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q4,1.262823999,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q1,1.253160605,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q2,1.257981559,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q3,1.182208109,
ITA,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q4,1.185307314,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,1996,5.149958867,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,1997,8.293228745,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,1998,7.467175556,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,1999,-1.134642583,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2000,3.831666992,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2001,6.52443083,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2002,6.760749565,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2003,10.53856499,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2004,6.550082897,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2005,7.727407912,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2006,7.4064443,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2007,11.08695436,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2008,2.628077799,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2009,-14.81416306,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2010,1.639819368,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2011,6.043130777,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2012,3.826954178,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2013,3.49858074,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2014,3.537585816,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.034648981,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2016,2.344880868,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2017,3.598266898,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2018,2.950665379,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2019,2.840546642,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q1,1.034155722,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q2,-4.398675795,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q3,-2.590503919,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q4,4.825132352,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q1,11.8514292,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q2,7.894339623,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q3,3.532671699,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q4,7.187988698,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q1,9.100003329,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q2,-5.264921987,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q3,17.33564748,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q4,8.812942861,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q1,-0.198463567,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q2,10.51905963,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q3,2.500993203,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q4,11.57212874,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q1,3.169334084,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q2,6.358873868,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q3,-0.837546474,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q4,1.115910346,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q1,-0.896455085,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q2,5.694747737,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q3,11.98454409,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q4,2.369920798,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q1,16.00298606,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q2,-0.710095754,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q3,7.989731553,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q4,3.621904676,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q1,-3.178610863,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q2,16.39259254,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q3,5.135758583,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q4,15.04932758,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q1,-3.397881092,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q2,7.651094334,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q3,6.582538102,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q4,9.579379555,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q1,9.080132603,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q2,8.59802218,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q3,-0.588800275,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q4,1.837870524,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q1,4.655943712,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q2,1.80131502,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q3,13.39921814,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q4,-0.642257281,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q1,-3.767052208,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q2,9.684790063,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q3,-2.252270251,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q4,3.595250343,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q1,9.543041878,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q2,-0.063506726,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q3,3.600915083,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q4,10.12532245,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q1,0.279713286,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q2,-7.541386664,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q3,5.746888462,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q4,0.815320878,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q1,2.35029307,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q2,13.65086857,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q3,-4.223701995,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q4,-6.438191005,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q1,17.7113253,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q2,0.614642402,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q3,3.214122259,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q4,3.593623301,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q1,-1.656168458,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q2,6.086240457,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q3,-1.654568,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q4,-1.606211679,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q1,2.212361839,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q2,3.003733974,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q3,6.485954477,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q4,3.971066818,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q1,12.41386374,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q2,-5.601733748,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q3,4.148246322,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q4,7.707864155,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q1,1.221637188,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q2,0.680761751,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q3,2.300485802,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q4,7.214015384,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q1,2.030103383,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q2,6.206453387,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q3,8.11791796,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q4,-2.390867278,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q1,-4.238857467,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q2,2.916742681,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q3,-2.617706022,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q4,-5.793237007,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q1,-3.000623951,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q2,-0.300430605,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q3,13.24433305,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q4,5.991394952,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q1,9.811011517,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q2,4.070077227,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q3,3.631724715,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q4,2.836836486,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q1,6.279335764,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q2,9.339091196,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q3,5.107907718,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q4,-1.146214855,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q1,2.193682513,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q2,-0.70776046,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q3,1.057721858,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q4,7.045788927,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q1,4.102823234,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q2,7.09749577,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q3,7.864813626,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q4,8.681273091,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q1,2.206339097,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q2,1.17281086,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q3,3.414918283,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q4,5.133726934,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q1,4.174218264,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q2,7.724209948,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q3,3.366010661,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q4,-1.54289551,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q1,3.546822868,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q2,0.373959492,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q3,-2.177377921,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q4,1.837374364,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q1,-5.72049278,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q2,-0.740571634,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q3,1.256952216,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q4,1.039869898,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q1,4.023416582,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q2,3.415886351,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q3,4.26994409,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q4,8.551422608,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q1,3.879488094,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q2,2.033550824,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q3,0.499940718,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q4,6.962047768,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q1,6.563073993,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q2,4.367018561,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q3,4.385013107,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q4,2.569092995,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q1,1.930847876,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q2,3.524545263,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q3,7.565954229,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q4,1.784568569,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q1,7.044196592,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q2,0.570106071,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q3,4.132147125,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q4,1.986973105,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q1,1.157054042,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q2,12.19032302,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q3,0.525909515,
AUS,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q4,6.329984818,
